customer_id,customer_segment,payment_method,error_code,hist_payment_count,hist_success_rate,amount,amount_relative,retry_count,hour,day_of_week,retry_success,payment_update_success
cus_0913,new,netbanking,customer_dispute,15,0.4666666666666667,968.4711964420475,0.6537427642572613,4,2,4,0,0
cus_1792,new,netbanking,suspected_fraud,1,0.0,11156.608006429431,1.5519874603853538,3,7,3,0,0
cus_0054,new,netbanking,network_error,21,0.38095238095238093,3173.286578647471,1.9358196083101717,2,3,0,0,0
cus_2818,high_value,upi,insufficient_funds,46,0.6304347826086957,10599.204749212317,1.959673645969056,3,2,4,1,0
cus_2963,high_value,card,insufficient_funds,2,1.0,2200.8772748190804,0.9340819454031608,0,7,6,1,1
cus_2989,new,upi,customer_dispute,13,0.7692307692307693,5225.518534620894,1.904981881568741,0,19,5,0,0
cus_1339,standard,upi,customer_dispute,40,0.875,2243.3160469576346,0.9864241016229827,0,7,6,1,0
cus_2194,new,card,suspected_fraud,45,0.4444444444444444,2753.710870227974,1.248846889238416,3,4,2,0,0
cus_4416,standard,netbanking,suspected_fraud,27,0.6666666666666666,3360.7434209471953,0.8289811387359249,1,16,3,0,0
cus_0899,new,netbanking,expired_card,50,0.86,2547.480978232789,0.5952915592279358,3,19,3,0,0
cus_0095,high_value,netbanking,insufficient_funds,43,0.7906976744186046,12452.422236305922,1.652898098986169,2,3,2,1,0
cus_2158,high_value,card,suspected_fraud,6,1.0,11086.982054397424,1.7625040222587005,4,19,1,0,0
cus_4419,high_value,card,suspected_fraud,20,0.75,554.4975110898478,1.8936479243969258,2,7,0,0,0
cus_0646,new,netbanking,network_error,4,1.0,5320.289213299057,0.6925871967496442,3,17,1,0,0
cus_3467,new,netbanking,expired_card,45,0.4222222222222222,6105.534113762747,1.5075304394574247,2,14,4,0,1
cus_0525,standard,card,suspected_fraud,35,0.4,3026.6931571881605,0.5107862584776404,0,7,0,0,0
cus_0581,high_value,card,customer_dispute,42,0.7380952380952381,1551.258084307152,0.6984677730875375,4,18,3,0,0
cus_3335,new,card,insufficient_funds,42,0.6428571428571429,4028.3784559799124,1.116653414074607,0,21,5,0,0
cus_3299,high_value,upi,insufficient_funds,15,0.4,2325.980983646719,1.172920321749698,3,5,2,0,0
cus_0618,standard,netbanking,insufficient_funds,3,0.0,18315.531691205317,1.8895504745121914,1,5,3,0,1
cus_3286,new,card,network_error,0,0.0,4568.243861920101,1.676105902922854,3,9,3,0,0
cus_4553,high_value,netbanking,network_error,9,0.3333333333333333,5932.251331804323,1.9530640474537382,4,23,4,0,0
cus_0411,high_value,upi,suspected_fraud,33,0.30303030303030304,836.6715057320434,1.2617427454901278,1,2,4,0,0
cus_3308,new,netbanking,expired_card,37,0.05405405405405406,7034.775607703565,1.1288373730038086,4,18,4,0,1
cus_2574,new,upi,network_error,8,0.5,8760.449026898461,1.8935274975582712,0,0,3,0,0
cus_0820,new,netbanking,expired_card,32,0.5,1444.504771167582,1.0235132524467727,0,7,2,0,1
cus_4451,high_value,upi,suspected_fraud,41,0.8048780487804879,306.2155547421732,1.7256562026731925,2,21,0,0,1
cus_0946,new,netbanking,suspected_fraud,9,0.4444444444444444,2357.5794509611023,0.8159444822104146,2,6,5,0,0
cus_4003,standard,card,insufficient_funds,40,0.675,4704.850640882399,0.566130142698575,2,4,5,0,1
cus_3620,high_value,netbanking,network_error,35,0.0,2315.572110974482,1.9175764085699585,1,17,0,0,0
cus_1214,standard,card,insufficient_funds,19,0.5789473684210527,15247.510055820121,1.6941834573320627,0,11,1,0,0
cus_2898,high_value,upi,suspected_fraud,47,0.19148936170212766,7922.609957352826,0.855105998344038,1,5,3,0,0
cus_2722,standard,netbanking,expired_card,17,0.29411764705882354,5227.627514745012,0.6621434396044358,0,15,1,0,1
cus_2865,standard,card,expired_card,1,0.0,3712.7525969730077,0.9179045915345059,0,8,2,0,1
cus_4393,standard,card,insufficient_funds,16,0.3125,11551.38634158593,1.9753258593246308,0,3,4,1,0
cus_2570,standard,netbanking,suspected_fraud,7,0.8571428571428571,7070.065089853804,0.7851181617534441,0,22,3,1,0
cus_4411,high_value,netbanking,expired_card,23,0.5652173913043478,1186.2227660702658,1.4963565273669084,2,19,2,0,1
cus_2461,high_value,upi,network_error,20,0.6,9324.47803071254,1.3316187165001905,1,13,5,0,0
cus_1426,high_value,netbanking,customer_dispute,25,0.68,7984.741504306738,0.9558124239025307,1,13,6,0,0
cus_3810,standard,upi,expired_card,32,0.9375,15436.476708120479,1.9397480055245544,1,21,0,0,1
cus_2746,new,card,customer_dispute,14,0.8571428571428571,1111.5847885063008,0.5366380815902395,1,15,4,0,1
cus_3396,high_value,netbanking,expired_card,45,0.9777777777777777,4289.494035606005,1.0994792943148064,1,20,5,1,1
cus_0874,standard,card,expired_card,44,0.75,6278.43333734417,1.336108691050093,0,14,1,0,1
cus_4579,high_value,upi,network_error,39,0.8205128205128205,8045.224285448817,1.8602820956841701,3,5,5,0,0
cus_2026,high_value,upi,suspected_fraud,31,0.4838709677419355,1736.8393228970147,0.6162250307971038,2,7,2,0,0
cus_0661,new,card,expired_card,24,0.9166666666666666,1323.9719284765345,0.8209293156589812,3,13,2,0,1
cus_1695,standard,upi,suspected_fraud,44,0.022727272727272728,14145.917293531951,1.6483918641771043,3,15,0,0,0
cus_3195,standard,netbanking,suspected_fraud,38,0.3684210526315789,4486.513920945992,0.9094029676448849,3,0,3,0,0
cus_3313,high_value,card,network_error,8,1.0,400.3731005210721,1.091030384509557,4,21,0,0,0
cus_3783,new,card,customer_dispute,24,0.4166666666666667,2174.072375503477,0.9902687073219628,3,8,6,0,0
cus_0671,standard,card,suspected_fraud,3,0.6666666666666666,1398.6710064022059,0.6029275556791541,0,0,1,0,0
cus_1249,new,card,network_error,42,0.16666666666666666,4699.78587119712,0.8269468113597555,2,11,1,0,0
cus_0939,new,upi,insufficient_funds,37,0.02702702702702703,12676.886353478527,1.363695092618621,3,12,5,1,0
cus_1990,new,netbanking,customer_dispute,43,0.8837209302325582,13681.33933509477,1.694340824900318,4,1,2,0,0
cus_0565,high_value,netbanking,customer_dispute,0,0.0,5425.168839546766,0.6583083059659979,2,20,6,0,0
cus_1443,high_value,netbanking,customer_dispute,39,0.8717948717948718,9301.847061659562,1.1973106574517618,4,8,2,0,0
cus_0710,standard,upi,expired_card,48,0.6041666666666666,8625.373404278034,1.5022827056682406,2,0,3,0,1
cus_1738,standard,upi,customer_dispute,17,0.47058823529411764,7142.641026495587,1.2749408775724014,1,2,1,0,0
cus_1969,high_value,upi,network_error,28,0.8928571428571429,254.83214048021304,0.941353371980746,3,22,1,0,0
cus_3877,high_value,netbanking,customer_dispute,27,0.8518518518518519,5702.636535337942,1.0277157914212525,3,8,2,0,1
cus_1578,standard,card,suspected_fraud,48,0.9166666666666666,1593.8936084431105,0.8245769598179085,3,8,5,0,0
cus_4889,standard,card,expired_card,18,0.3888888888888889,3501.578792139645,0.9534013831706534,4,4,2,0,1
cus_2394,high_value,card,network_error,6,1.0,205.15456344077302,0.926508990705724,3,14,2,0,1
cus_3914,new,card,network_error,31,0.12903225806451613,8891.259269426613,1.5296765273840247,1,4,6,0,0
cus_2034,new,netbanking,network_error,38,1.0,6648.151683894378,0.8385307055975519,4,12,3,0,1
cus_4822,standard,upi,suspected_fraud,39,0.07692307692307693,9878.728990350386,1.6101339582268175,1,20,1,0,0
cus_1965,new,netbanking,insufficient_funds,10,0.0,6357.627967367138,1.5340567036771535,3,9,0,0,0
cus_3720,new,netbanking,expired_card,16,0.375,5674.115335986779,1.316843568065868,1,8,6,0,1
cus_2520,high_value,netbanking,suspected_fraud,18,0.7777777777777778,2040.600775194376,1.5330169868181405,3,8,4,0,0
cus_4900,new,upi,customer_dispute,38,0.42105263157894735,300.2982945394927,0.8433866235827405,4,18,0,0,0
cus_2208,high_value,card,expired_card,30,0.5333333333333333,12275.310088927752,1.8741091818901512,1,18,3,0,1
cus_0748,standard,upi,network_error,21,0.47619047619047616,12031.536814717094,1.786599641600529,2,13,5,0,0
cus_3281,high_value,card,network_error,5,0.4,1751.250965536804,0.6738824021464368,3,16,6,0,0
cus_4445,standard,upi,insufficient_funds,12,0.6666666666666666,6018.207265616255,1.6346647310833606,3,1,1,0,0
cus_2360,standard,netbanking,network_error,7,0.0,13757.352120742866,1.4133075006229474,1,22,1,0,1
cus_3343,new,card,insufficient_funds,29,0.10344827586206896,4760.228176058447,0.7309566866424921,2,16,5,1,0
cus_3869,new,upi,suspected_fraud,9,0.6666666666666666,2780.0046343498025,1.3990663980123499,1,2,2,0,0
cus_2785,high_value,upi,insufficient_funds,18,0.5,11494.721608222353,1.3698850758251062,3,4,3,0,0
cus_4522,high_value,upi,network_error,20,0.3,8418.739386887795,0.858208316249374,3,7,6,0,1
cus_3875,high_value,upi,network_error,42,0.9761904761904762,12193.884847311832,1.2429929744246353,0,4,4,0,1
